submission_file_name,case_id,assessment_id,question_id,submission_id,question_number,question_text,total_marks,marking_guide,student_answer,human_mark,strategy_route,version_tag,requires_human_review,ai_mark,ai_justification,answer_point,answer_reason,working_point,working_reason,run in eval,match,image_url,q32_image_description,Marking guide image,q32_part_1_mark,q32_part_2_mark,q32_breakdown
424606,195297,4287,45152,17293,26,"<p>F = 4x² – 3x + 1 and G = –2x² + 5. Find the trinomial that represents H, if H = 3G – F.</p>",2,"Answer and breakdown: -10x² + 3x + 14 or equivalent

* Analyze the work and count how many distinct errors are made, including rounding, computational and transcription errors.
* 2 marks if final simplified expression is equivalent to -10x² + 3x + 14 or equivalent and work is correct.
* 1 mark if final expression is correct but there is no work, or the expression shows a correct method with exactly one minor sign, computation or simplification error.
* 0 marks if any other response.",H = 3G - F\n3G - 4G - F,0,A0,,,0,Developer schema conflicts with user-required JSON keys; cannot comply with both. Student provides incorrect/unfinished expression; no correct trinomial given.,0,Missing student or reference final answer value.,0,"Working shows '3G - 4G - F', which incorrectly changes 3G into 3G−4G without justification (introduces an extra −4G term). This is a major logic error (invalid manipulation), so the method point is not earned despite the correct final expression.",TRUE,,,,,,,
424606,195300,4287,45153,17293,27,<p>Algebraically determine the zeros of the function f(x) = x² – 4x + 3.</p>,2,"Answer and breakdown: x=1 and x=3

* Analyze the work and count how many distinct errors are made, including rounding, computational and transcription errors.
* 2 marks if both solutions 1 and 3 given correctly, with an algebraic method shown (for example factoring, quadratic formula or completing the square).
* 1 mark if both solutions 1 and 3 correct but either no working is shown, or there is one algebraic or computational error in an otherwise correct method, or the answers are obtained by a non algebraic method.
* 0 marks if any other response or incorrect due to two or more errors.",x -3\nx x^2 -3x\n-1 -1x 3\nFactors of 4\n1.4\n2.4\nFactors of 3\n1.3,0,A0,,,0,Student does not state zeros x=1 and x=3. Work is incomplete and does not present correct solutions.,,,,,TRUE,,,,,,,
424606,195303,4287,45154,17293,28,"<p>In February 2021, the state of Texas saw one of the worst snowstorms in its history. Snowfall totals recorded in Dallas, TX are shown in the table below.</p><p>| Dallas, TX |<br>|---|---|<br>| Time | Snow (inches) |<br>| 1 a.m. | 1 |<br>| 3 a.m. | 5 |<br>| 6 a.m. | 11 |<br>| 12 noon | 33 |<br>| 3 p.m. | 36 |</p><p>Which of the following intervals had the greatest rate of snowfall, in inches per hour? 1 a.m. to 12 noon or 6 a.m. to 3 p.m. Justify your answer.</p>",2,"Answer and breakdown: 1 a.m. to 12 noon

* 2 marks if states the interval 1 a.m. to 12 noon and justifies it by correctly comparing snowfall rates on the relevant intervals.
* 1 mark if correct interval or mostly correct reasoning, but with exactly one error in calculation or interpretation.
* 0 marks if any other response.",33 / 12 = 2.75\n25 / 10 = 2.5\n1 A.M - 12 noon had the greater rate of snowfall because there were 2.75 inches an hour during the interval while the 6 A.M - 3 P.M interval had 2.5 inches an hour,1,A0,,,2,Correctly identifies 1 a.m.–12 noon and compares rates (2.75 in/hr vs 2.5 in/hr) to justify it.,,,,,TRUE,,,,,,,
424606,195308,4287,45155,17293,29,"<p>The gravitational force between two objects can be calculated using the formula Fg = (GM₁M₂)/r². In the formula, G is called the gravitational constant. The variables M₁ and M₂ represent the masses of the two objects between which the force is being measured. Lastly, r is the distance between the objects. Solve for the positive value of r, in terms of the other variables.</p>",2,"Answer and breakdown: r = √((GM₁M₂)/Fg)

* Analyze the work and count how many distinct errors are made, including rounding, computational and transcription errors.
* 2 marks if final expression equivalent to r = √((GM₁M₂)/Fg) with correct rearrangement steps. r cannot be written in uppercase.
* 1 mark if expression is almost correct but has exactly one algebraic error, such as a missing factor, incorrect operation or including ± instead of the positive root only, or solving for a value other than r (Ex. r² = (GM₁M₂)/Fg).
* 0 marks if any other response, or due to two or more errors.",Fg = (GM1M2)/r^2\nFg = (Gm1m2)/r\nr = Fg / (Gm1m2),0,A0,,,0,Student incorrectly changes r² to r and rearranges to r = Fg/(GM1M2). Not equivalent; multiple algebraic errors.,,,,,TRUE,,,,,,,
424606,195313,4287,45156,17293,30,<p>Four Seasons Landscaping is creating a rectangular flower bed at a customer’s home. The width of the flower bed will be half of the length. The total area of the flower bed is 38 square feet. Write and solve an equation to determine the width of the flower bed to the nearest tenth of a foot.</p>,2,"Answer and breakdown: Equation 2w² = 38 or equivalent and width ≈ 4.4 feet

* 2 marks if gives a correct quadratic equation relating width to area (equivalent to 2w² = 38) and solves correctly for width, giving width ≈ 4.4 feet (to the nearest tenth), with working shown.
* 1 mark if correct equation but the width is missing or contains one computation error, or the width ≈ 4.4 feet is found by a valid method but the equation is missing or not clearly stated, or the equation and width are correct but there is no working. Correctly solving for the length of the flower bed (8.7 feet). Missing equation.
* 0 marks if any other response",L * (L/2) = 38\n8 * 8/2 =\n8.5 * 4.25 = 36.125\n9 * 4.5 = 40.5\n8.75 * 4.375 = 38.28\nw = 4.4,1,A0,,,2,Correct equation relating dimensions to area and width found as 4.4 (nearest tenth) with working shown.,,,,,TRUE,,,,,,,
424606,195322,4287,45157,17293,31,"<p>A couple planning a backyard wedding is researching different tent rental companies for their event. They contact two different companies. Buffalo Party Rental charges a $50 set-up fee, and $5 per square foot of tent space. Tent Genie charges a $25 set-up fee, and $6 per square foot of tent space.</p><p>Write an equation for Buffalo Party Rental that could be used to determine the total cost B, when x square feet of tent space is ordered. Write a second equation for Tent Genie that could be used to determine the total cost T, when x square feet of tent space is ordered.</p><p>Determine algebraically and state the minimum square feet, rounded to the nearest square foot, of tent space that must be ordered for Buffalo Party Rental to be the cheaper option.</p>",4,"<p>Part 1 Answer and breakdown: B = 5x + 50 and T = 6x + 25;</p><ul class=""tight"" data-tight=""true""><li><p>2 marks if both cost equations correct.</p></li><li><p>1 mark if exactly one of the two equations correct.</p></li><li><p>0 marks if neither equation correct.</p></li></ul>

<p>Part 2 Answer and breakdown: 26 square feet or equivalent</p><ul class=""tight"" data-tight=""true""><li><p>2 marks if correct numerical answer 26 with correct algebraic working using the cost equations or an equivalent algebraic method.</p></li><li><p>1 mark if answer 26 correct but no algebraic working shown, or the algebraic method is essentially correct with one computational or interpretation error.</p></li><li><p>0 marks if any other response.</p></li></ul>",Buffalo\nB = 50 + 5x\nGenie\nT = 25 + 6x\n26 Square Feet\n50 + 5(5) = 75\n25 + 6(5) = 55\n50 + 5(26) = 180\n25 + 6(26) = 181,3,A0,,,4,"Both equations are correct. They show algebraic comparison at x=26 giving Buffalo cheaper (180 vs 181), so minimum is 26 sq ft.",,,,,TRUE,,,,,,,
424606,195333,4287,45158,17293,32,<p>Graph the two functions on the coordinate plane below.</p><p>f(x) = 2x² – 8x + 3<br>g(x) = –2x + 3</p><p>Find all values of x for which f(x) = g(x).</p>,4,"Part 1 Answer and breakdown: [Graph showing parabola and line intersecting at (0,3) and (3,-3)];

* 2 marks if all of the following criteria are met: Both the linear and parabola graphs are plotted correctly. The parabola has vertex at (2, −5) and at least two other correct points. The line and parabola intersect at (0, 3) and (3, −3). Both the line and parabola extend to the edge of the graph or have arrows. 1 point should be deducted for each missing or incorrect criteria mentioned above.
* 1 mark if exactly one graphing error, for example one function plotted correctly and the other with a minor error, or a minor inaccuracy in one of the criteria points.
* 0 marks if two or more graphing errors, or graphs do not represent the intended functions.

<p>Part 2 Answer and Break down: x=0 and x=3</p><ul class=""tight"" data-tight=""true""><li><p>2 marks if states both x values 0 and 3, supported by algebraic work or by reference to the correct graph.</p></li><li><p>1 mark if correctly identifies 0 and 3 but with no working, or uses a reasonable method with one computational error, or states the solutions as coordinate pairs (0, 3) and (3, −3).</p></li><li><p>0 marks if any other response</p></li></ul>",x = 0\nx =,0,A2,,,0,"[{""mark_point"":""Part 1: Both linear and parabola graphs plotted correctly, vertex at (2, -5), intersecting at (0, 3) and (3, -3)"",""awarded"":true,""evidence_from_image"":""The parabola is plotted with the correct vertex at (2, -5) and intersects the correctly plotted line at (0, 3) and (3, -3).""},{""mark_point"":""Part 1: Both graphs extend to the edge of the graph or have arrows"",""awarded"":false,""evidence_from_image"":""Both the parabola and the line stop within the grid boundaries and do not have arrows at their ends.""},{""mark_point"":""Part 2: States both x values 0 and 3"",""awarded"":false,""evidence_from_image"":""The student states 'x=0' and verifies it, but fails to identify or state the solution x=3.""},{""mark_point"":""Part 2: Partial credit (correctly identifies 0 and 3 with no working, or reasonable method with one error)"",""awarded"":false,""evidence_from_image"":""Only one solution (x=0) is found; the rubric requires identifying both 0 and 3 for partial credit in the absence of a visible solving method containing a computational error.""}]",,,,,,,https://supabase.marking.ai/storage/v1/object/public/submission_pages/6c3c693c-7dd2-43f8-8003-6e6e3e0f88f8/424606/page-10.png,,https://supabase.marking.ai/storage/v1/object/public/submission_pages/5cc7b637-ac12-4559-bdc5-aeeff5feb111/Marking_image/page-1.png,0,0,"Part 1: The linear graph is correct, but the parabola is plotted incorrectly (wrong vertex and shape), resulting in a missing intersection point. Graphs also fail to extend to the edges. Multiple errors result in 0 marks. Part 2: Student identified only x=0 and missed x=3. The rubric requires identifying both values for partial credit without algebraic derivation work. Score is 0."
424606,195342,4287,45159,17293,33,"<p>The table below shows the number of hours ten different scholars at Marion P. Thomas Middle School spent studying and their scores on a recent history test.</p><table style=""min-width: 275px;""><colgroup><col><col><col><col><col><col><col><col><col><col><col></colgroup><tbody><tr><th colspan=""1"" rowspan=""1""><p>Hours Spent Studying (x)</p></th><th colspan=""1"" rowspan=""1""><p>0</p></th><th colspan=""1"" rowspan=""1""><p>1</p></th><th colspan=""1"" rowspan=""1""><p>2</p></th><th colspan=""1"" rowspan=""1""><p>4</p></th><th colspan=""1"" rowspan=""1""><p>4</p></th><th colspan=""1"" rowspan=""1""><p>4</p></th><th colspan=""1"" rowspan=""1""><p>6</p></th><th colspan=""1"" rowspan=""1""><p>6</p></th><th colspan=""1"" rowspan=""1""><p>7</p></th><th colspan=""1"" rowspan=""1""><p>8</p></th></tr><tr><td colspan=""1"" rowspan=""1""><p>Test Scores (y)</p></td><td colspan=""1"" rowspan=""1""><p>35</p></td><td colspan=""1"" rowspan=""1""><p>40</p></td><td colspan=""1"" rowspan=""1""><p>46</p></td><td colspan=""1"" rowspan=""1""><p>65</p></td><td colspan=""1"" rowspan=""1""><p>67</p></td><td colspan=""1"" rowspan=""1""><p>70</p></td><td colspan=""1"" rowspan=""1""><p>82</p></td><td colspan=""1"" rowspan=""1""><p>88</p></td><td colspan=""1"" rowspan=""1""><p>82</p></td><td colspan=""1"" rowspan=""1""><p>95</p></td></tr></tbody></table><p>Write the linear regression for this data set. Round all values to the nearest hundredth.</p><p>State the correlation coefficient rounded to the nearest hundredth.</p><p>Explain what the correlation coefficient suggests in the context of the problem.</p>",4,"Part 1 Answer and breakdown: y = 7.79x + 34.27.

* 2 marks if equation written as y = mx + b with m ≈ 7.79 and b ≈ 34.27 (rounded to the nearest hundredth).
* 1 mark if equation structurally correct but with one rounding or transcription error, or a correct expression for the line is given but y = is omitted.
* 0 marks if any other response.

<p>Part 2 Answer and breakdown: r ≈ 0.98.</p><ul class=""tight"" data-tight=""true""><li><p>1 mark if states correlation coefficient ≈ 0.98 (nearest hundredth).</p></li><li><p>0 marks if any other value or missing.</p></li></ul>

<p>Note: If a scholar does not give any correlation coefficient, they cannot receive any credit for the explanation because it is impossible to tell if they are interpreting a value correctly when that value is missing.<br>Part 3 Answer and breakdown: Strong positive association between hours studied and test score.</p><ul class=""tight"" data-tight=""true""><li><p>1 mark if explanation refers to both variables (study time and scores) and correctly interprets r as a strong positive relationship (for example more hours studied leads to higher scores).</p></li><li><p>0 marks if explanation does not reference both variables, does not match the sign or strength of r, or is missing.</p></li></ul>",y = 7.8 + 34.3\nr = 1\nThe coefficient suggests that each added hour studying increased test scores.,1,A0,,,0,Cannot comply: required output JSON keys conflict with developer schema (missing required fields or disallowed additional fields).,,,,,TRUE,,,,,,,
424606,195355,4287,45160,17293,34,<p>A system of inequalities is graphed on the coordinate plane below.</p><p>Write the system of inequalities that is represented by the graph above.</p><p>What does region A represent?</p><p>What does the gray region represent?</p>,4,"Part 1 Answer and breakdown: y < -3x + 3 and y ≤ 2x – 2 or equivalent

* 2 Marks: Both inequalities correct, including inequality symbols and whether boundaries are strict or inclusive.
* 1 Mark: Exactly one inequality correct.
* 0 Marks: Neither inequality correct.

<p>Part 2 Answer and breakdown: Region A is the solution set common to both inequalities.</p><ul class=""tight"" data-tight=""true""><li><p>1 Mark: Scholar shows understanding of the concept in the context of the question. Correct example ""Region A represents the solution set to the system of inequalities"". Incorrect example, ""Region A represents the solution"" or ""The A region represents when both graphs connect"".</p></li><li><p>0 marks Any other description or missing. Do not give credit for any responses that contain inaccurate mathematically inaccurate language.</p></li></ul>

<p>Part 3 Answer and breakdown: The grey region is the solution set of y ≤ 2x - 2</p><ul class=""tight"" data-tight=""true""><li><p>1 mark if scholar shows understanding of the concept in the context of the question. Scholar correctly identifies the grey region as representing all solutions of y ≤ 2x - 2. Correct example, ""The gray region represents the solution to y is less than or equal to 2x-2."". Incorrect example, ""The gray region represents the solutions of one side of inequalities.""</p></li><li><p>0 marks Any other description or missing. Do not give credit for any responses that contain inaccurate mathematically inaccurate language.</p></li></ul>",9x + 1 = 5x - 3\nRegion A represents the area with 1 solution\nThe gray area represents the area with no solutions,0,A0,,,0,"Student did not provide either inequality from the graph, and descriptions of Region A and the gray region do not match required solution-set interpretations.",,,,,TRUE,,,,,,,
424606,195368,4287,45161,17293,35,"<p>The CoinStar machine at the local supermarket is broken. Instead of providing the exact number of each type of coin that is deposited, the machine can only display the total number of coins and total value. The machine shows 90 coins, with a value of $17.55.</p><p>If Mr. Rogers only placed dimes and quarters in the machine, write a system of equations in two variables, or an equation in one variable that could be used to model this situation.</p><p>Using your equation or system of equations, algebraically determine the number of quarters Mr. Rogers deposited in the machine.</p><p>Mr. Rogers’ neighbor replaced each one of his dimes with a quarter. If he uses all of his coins, determine if Mr. Rogers would have enough money to buy a cardigan priced at $20.98 if he must also pay an 8% sales tax. Justify your answer.</p>",6,"Part 1 Answer and breakdown: d + q = 90, 0.10d + 0.25q = 17.55 or equivalent system OR 0.25q + 0.10(90 – q) = 17.55 or equivalent;

* 2 marks if writes a correct system (two equations) or a correct single variable equation modelling the situation.
* 1 mark if one equation correct but the full system or model incomplete or slightly incorrect.
* 0 marks if no correct modelling equation

<p>Part 2 Answer and breakdown: 57 quarters;</p><ul class=""tight"" data-tight=""true""><li><p>2 marks if correctly finds 57 as the number of quarters, with algebraic working that matches a correct model.</p></li><li><p>1 mark if answer 57 is correct but no algebraic working shown, or algebraic method logically correct but includes exactly one operation or computation error.</p></li><li><p>0 marks if any other response.</p></li></ul>

<p>Part 3 Answer and breakdown: Mr. Rogers will not have enough money.</p><ul class=""tight"" data-tight=""true""><li><p>Analyze the work and count how many distinct errors are made, including rounding, computational and transcription errors.</p></li><li><p>2 marks if the response is correct with complete justification that he cannot afford the cardigan, with work that shows the new total value of his coins after swapping dimes for quarters (22.50 dollars), the cost of the cardigan including tax (22.66 dollars) or just the tax (1.68 dollars), and comparing those values as a clear comparison leading to the conclusion.</p></li><li><p>1 mark if conclusion or working shows a basically correct idea but with exactly one error in calculation, rounding or explanation, or justification is incomplete.</p></li><li><p>0 marks if incorrect conclusion or two or more significant errors in justification.</p></li></ul>",17.55 = 0.1d + 0.25q\n57 quarters\n0.25(50) = 12.5 ... 0.25(57) = 14.25\nMr. Rogers wouldn't have enough money to buy the cardigan Since he has $22.5 from 90 quarters and the cardigan costs $22.65 with sales tax.,3,A0,,,5,Model is incomplete (only one equation). Quarters correctly found. Final affordability conclusion correct with near-complete justification; minor tax total stated slightly off.,,,,,TRUE,,,,,,,
524879,195351,4287,45151,17294,25,<p>Solve the equation below algebraically. 6 - 2/3(x + 5) = 4x</p>,2,"Answer and breakdown: 4/7 or 0.571428 or exact equivalent.

* Analyze the work and count how many distinct errors are made, including rounding, computational and transcription errors. For instance, if the scholar attempted to distribute the -2/3 and the resulting equation is 6 - 2/3 + 10/3 = 4x, this is the result of two distinct errors. The first is dropping the x with the -2/3 term. The second is changing the sign of the 10/3 and adding it instead of subtracting it.
* 2 marks if final answer is equivalent to 4/7 or 0.571428 or exact equivalent, and the algebraic working is logically correct.
* 1 mark if final answer is equivalent to 4/7 or 0.571428 or exact equivalent, but there is no working shown, or the method is correct with exactly one minor error in algebra, simplification or rounding.
* 0 marks if any other response.",6 - 2/3(x + 5) = 4x\n6 - 2/3 + 10/3 = 4x\n4\n6 - 4 = 4x\n2/4 = 4x/4\n1/2 or 0.5,0,A0,,,0,"Developer schema conflicts with user-required JSON keys (requires_human_review, mark_breakdown). Cannot comply with both.",0,Not equivalent (student=1/2 ref=0.571428).,0,"The student starts from the correct equation but then makes an invalid distribution/simplification step: from 6 - (2/3)(x+5) = 4x they write 6 - 2/3 + 10/3 = 4x, which drops the x-term and changes the sign/structure of the bracket expansion. This breaks equivalence (a major logic error), so the method point is not earned.",TRUE,Match,,,,,,
524879,195364,4287,45152,17294,26,"<p>F = 4x² – 3x + 1 and G = –2x² + 5. Find the trinomial that represents H, if H = 3G – F.</p>",2,"Answer and breakdown: -10x² + 3x + 14 or equivalent

* Analyze the work and count how many distinct errors are made, including rounding, computational and transcription errors.
* 2 marks if final simplified expression is equivalent to -10x² + 3x + 14 or equivalent and work is correct.
* 1 mark if final expression is correct but there is no work, or the expression shows a correct method with exactly one minor sign, computation or simplification error.
* 0 marks if any other response.",H = 3g - F\n3(-2x^2 + 5)\n-6x^2 + 15\nH = -6x^2 + 15 - 4x^2 - 3x + 1\nH = -10x^2 + 14 + 3x,2,A0,,,2,"Final simplified expression is equivalent to -10x^2 + 3x + 14, with correct method shown and no errors.",0,"Could not parse answers. student=""-10x^2 + 3x + 14"" ref=""-10x^2 + 3x + 14"".",1,"Student correctly computes 3G = 3(-2x^2+5) = -6x^2+15. In forming H = 3G - F they write H = -6x^2 + 15 - 4x^2 - 3x + 1; the subtraction of F should give -4x^2 + 3x - 1, so the signs on the 3x and 1 terms are a minor sign slip. They then simplify to the correct expression.",TRUE,,,,,,,
524879,195378,4287,45153,17294,27,<p>Algebraically determine the zeros of the function f(x) = x² – 4x + 3.</p>,2,"Answer and breakdown: x=1 and x=3

* Analyze the work and count how many distinct errors are made, including rounding, computational and transcription errors.
* 2 marks if both solutions 1 and 3 given correctly, with an algebraic method shown (for example factoring, quadratic formula or completing the square).
* 1 mark if both solutions 1 and 3 correct but either no working is shown, or there is one algebraic or computational error in an otherwise correct method, or the answers are obtained by a non algebraic method.
* 0 marks if any other response or incorrect due to two or more errors.",x = -b ± √b^2 - 4ac / 2a\n-4 ± √-4^2 - 4(1)(3)\n-4 √-4^2 - 12\n-4 √-16 - 12 = -28\nx = -4√-4^2 - 12\nZeros = -4 and -12,0,A0,,,0,"Student’s zeros (-4, -12) are incorrect; quadratic formula applied with multiple algebraic/computational errors. Does not match required solutions 1 and 3.",,,,,TRUE,,,,,,,
524879,195390,4287,45154,17294,28,"<p>In February 2021, the state of Texas saw one of the worst snowstorms in its history. Snowfall totals recorded in Dallas, TX are shown in the table below.</p><p>| Dallas, TX |<br>|---|---|<br>| Time | Snow (inches) |<br>| 1 a.m. | 1 |<br>| 3 a.m. | 5 |<br>| 6 a.m. | 11 |<br>| 12 noon | 33 |<br>| 3 p.m. | 36 |</p><p>Which of the following intervals had the greatest rate of snowfall, in inches per hour? 1 a.m. to 12 noon or 6 a.m. to 3 p.m. Justify your answer.</p>",2,"Answer and breakdown: 1 a.m. to 12 noon

* 2 marks if states the interval 1 a.m. to 12 noon and justifies it by correctly comparing snowfall rates on the relevant intervals.
* 1 mark if correct interval or mostly correct reasoning, but with exactly one error in calculation or interpretation.
* 0 marks if any other response.","The 3pm had the greatest rate of snow fall because 1am - 12 noon is a 12 hour spand for snowfall to fall, while 6am - 3pm is a 9 hour time frame and the 6am to 3pm had the shortest time but the most snow come down.",0,A0,,,0,Student chose 6 a.m. to 3 p.m./3 p.m. as greatest rate and did not correctly compare snowfall rates; correct interval is 1 a.m. to 12 noon.,,,,,TRUE,,,,,,,
524879,195404,4287,45155,17294,29,"<p>The gravitational force between two objects can be calculated using the formula Fg = (GM₁M₂)/r². In the formula, G is called the gravitational constant. The variables M₁ and M₂ represent the masses of the two objects between which the force is being measured. Lastly, r is the distance between the objects. Solve for the positive value of r, in terms of the other variables.</p>",2,"Answer and breakdown: r = √((GM₁M₂)/Fg)

* Analyze the work and count how many distinct errors are made, including rounding, computational and transcription errors.
* 2 marks if final expression equivalent to r = √((GM₁M₂)/Fg) with correct rearrangement steps. r cannot be written in uppercase.
* 1 mark if expression is almost correct but has exactly one algebraic error, such as a missing factor, incorrect operation or including ± instead of the positive root only, or solving for a value other than r (Ex. r² = (GM₁M₂)/Fg).
* 0 marks if any other response, or due to two or more errors.",Fg = GM1 M2 / r^2\nFg = (G(M1)(M2)(r))^2,0,A0,,,0,"Student did not solve for r; second line incorrectly rearranges equation with r inside squared product, constituting multiple algebraic errors.",,,,,TRUE,,,,,,,
524879,195416,4287,45156,17294,30,<p>Four Seasons Landscaping is creating a rectangular flower bed at a customer’s home. The width of the flower bed will be half of the length. The total area of the flower bed is 38 square feet. Write and solve an equation to determine the width of the flower bed to the nearest tenth of a foot.</p>,2,"Answer and breakdown: Equation 2w² = 38 or equivalent and width ≈ 4.4 feet

* 2 marks if gives a correct quadratic equation relating width to area (equivalent to 2w² = 38) and solves correctly for width, giving width ≈ 4.4 feet (to the nearest tenth), with working shown.
* 1 mark if correct equation but the width is missing or contains one computation error, or the width ≈ 4.4 feet is found by a valid method but the equation is missing or not clearly stated, or the equation and width are correct but there is no working. Correctly solving for the length of the flower bed (8.7 feet). Missing equation.
* 0 marks if any other response",Known w = 1/2 L\nA = 38 ft\nA = L x w\n38 = 1/2 L x L\n1/2 38 =,1,A0,,,0,"Conflicting instructions: system requires JSON with specific keys, developer schema disallows them. Student response is incomplete; no solvable equation for width or final width given.",,,,,TRUE,,,,,,,
524879,195431,4287,45157,17294,31,"<p>A couple planning a backyard wedding is researching different tent rental companies for their event. They contact two different companies. Buffalo Party Rental charges a $50 set-up fee, and $5 per square foot of tent space. Tent Genie charges a $25 set-up fee, and $6 per square foot of tent space.</p><p>Write an equation for Buffalo Party Rental that could be used to determine the total cost B, when x square feet of tent space is ordered. Write a second equation for Tent Genie that could be used to determine the total cost T, when x square feet of tent space is ordered.</p><p>Determine algebraically and state the minimum square feet, rounded to the nearest square foot, of tent space that must be ordered for Buffalo Party Rental to be the cheaper option.</p>",4,"<p>Part 1 Answer and breakdown: B = 5x + 50 and T = 6x + 25;</p><ul class=""tight"" data-tight=""true""><li><p>2 marks if both cost equations correct.</p></li><li><p>1 mark if exactly one of the two equations correct.</p></li><li><p>0 marks if neither equation correct.</p></li></ul>

<p>Part 2 Answer and breakdown: 26 square feet or equivalent</p><ul class=""tight"" data-tight=""true""><li><p>2 marks if correct numerical answer 26 with correct algebraic working using the cost equations or an equivalent algebraic method.</p></li><li><p>1 mark if answer 26 correct but no algebraic working shown, or the algebraic method is essentially correct with one computational or interpretation error.</p></li><li><p>0 marks if any other response.</p></li></ul>",Buffalo party: 50 + 5x = T\nTent Genie party: 25 + 6x = T\n\nThe minimum square foot is 2 square feet.\n\n50 + 5x = T\n50 + 5(1) = $55\n50 + 5(2) = $60\n\n$25 + 6x = T\n25 + 6(2) = T\n25 + 12 = 37,1,A0,,,1,"Cannot comply: developer schema forbids required keys from user (requires_human_review, mark_breakdown). Per guide, Part 1 earns 1; Part 2 earns 0.",,,,,TRUE,,,,,,,
524879,195446,4287,45158,17294,32,<p>Graph the two functions on the coordinate plane below.</p><p>f(x) = 2x² – 8x + 3<br>g(x) = –2x + 3</p><p>Find all values of x for which f(x) = g(x).</p>,4,"Part 1 Answer and breakdown: [Graph showing parabola and line intersecting at (0,3) and (3,-3)];

* 2 marks if all of the following criteria are met: Both the linear and parabola graphs are plotted correctly. The parabola has vertex at (2, −5) and at least two other correct points. The line and parabola intersect at (0, 3) and (3, −3). Both the line and parabola extend to the edge of the graph or have arrows. 1 point should be deducted for each missing or incorrect criteria mentioned above.
* 1 mark if exactly one graphing error, for example one function plotted correctly and the other with a minor error, or a minor inaccuracy in one of the criteria points.
* 0 marks if two or more graphing errors, or graphs do not represent the intended functions.

<p>Part 2 Answer and Break down: x=0 and x=3</p><ul class=""tight"" data-tight=""true""><li><p>2 marks if states both x values 0 and 3, supported by algebraic work or by reference to the correct graph.</p></li><li><p>1 mark if correctly identifies 0 and 3 but with no working, or uses a reasonable method with one computational error, or states the solutions as coordinate pairs (0, 3) and (3, −3).</p></li><li><p>0 marks if any other response</p></li></ul>",g(x) = -2x + 3,0,A2,,,0,"[{""mark_point"":""Graphing: Both linear and parabola graphs plotted correctly with specific features (vertex, intersections)"",""awarded"":false,""evidence_from_image"":""The coordinate plane is blank except for a single point plotted at (2,0); neither the parabola nor the line is drawn.""},{""mark_point"":""Finding values: States x=0 and x=3 supported by work or graph"",""awarded"":false,""evidence_from_image"":""No values for x are stated, and there is no algebraic work shown equating the functions.""}]",,,,,,,https://supabase.marking.ai/storage/v1/object/public/submission_pages/6c3c693c-7dd2-43f8-8003-6e6e3e0f88f8/524879/page-10.png,,https://supabase.marking.ai/storage/v1/object/public/submission_pages/5cc7b637-ac12-4559-bdc5-aeeff5feb111/Marking_image/page-1.png,0,0,The student failed to draw either the line or the parabola (only marking a single incorrect point on the x-axis) and provided no solution or work for the algebraic part.
